id,PROB
640570343458607112,0.4881
643605024777179400,0.3229
648418163335106568,0.4106
648916622274203656,0.5030
648489661320139016,0.3908
642697567896867080,0.2828
642169947086131208,0.4264
650725464737845256,0.3831
648475344608694536,0.7460
642926867636031752,0.3414
645630738493870088,0.7380
645610288401354760,0.4250
645461395541856264,0.6428
641406954383610120,0.3782
644200070408835336,0.5038
641873825146867976,0.5505
640997325870731272,0.7789
640619243682926600,0.4004
652873862584733704,0.8019
642777917675278344,0.4842
649849610025570312,0.7517
644515890485793032,0.8293
645378503537070088,0.2730
647582507813834760,0.0344
649796082376642568,0.8518
650614541578670088,0.8057
646838055612715016,0.3577
647686661290856712,0.1614
647741601765920776,0.4189
650332577730662664,0.9423
649900882070081800,0.8640
643270919053119496,0.7352
652973179349766152,0.4176
646491880216858888,0.6818
640660260519940104,0.7454
649895635775918088,0.8507
646968034652590344,0.7078
653011497739358216,0.7505
640952277695205384,0.4553
651250828039950600,0.7546
648223478926807048,0.7896
648399749367468296,0.3264
639752587179987208,0.4546
647597148669481224,0.5305
643924880277901320,0.2917
644056243161272328,0.8020
652236708607168520,0.7223
639576047968325896,0.6167
640733177110860040,0.4730
647629590109360136,0.2459
652050661722034440,0.4603
652116099441102856,0.8076
650029909564985352,0.8568
647660827171622920,0.5411
642671112383107336,0.6912
652725341718056968,0.5078
649886581313769480,0.4509
648054321505636616,0.6152
649006178835108104,0.8861
641213519366197256,0.1594
640492815977025800,0.5034
651135673390075912,0.4640
650006222056984584,0.9554
652791686866407432,0.2833
650662823235424520,0.5126
651967763979440136,0.5029
649924595104616456,0.3804
649319719299453192,0.3499
646269086203908360,0.4021
649009282611679240,0.7696
649674874297520392,0.3806
652826185931165960,0.5059
647947068580565256,0.5491
652007729212166408,0.4744
647023303348719880,0.3855
640662620881293576,0.2547
648647660516937992,0.5218
651371141163651080,0.3114
650619922266722312,0.6287
646728505316347912,0.6695
649824197257728008,0.5248
644905496045687048,0.7358
648567617627361288,0.6738
652632628918227208,0.5304
644530298230411272,0.5279
639580419464892680,0.2006
640973576245088520,0.8366
639893607129550856,0.5754
641895252822593544,0.4192
643914140494074120,0.2980
651560676929573128,0.5077
646845644190781448,0.7698
652573114579816712,0.8656
652026652821295112,0.5177
652985122529742856,0.1283
642737788017447176,0.5192
640557549556338696,0.7939
642574421042663688,0.8691
652164350932422664,0.3574
649723354168692744,0.8344
649047890005594376,0.8882
648248563138040072,0.5012
651256237341544712,0.5944
641169337800986888,0.4381
652960125635530760,0.8361
647550375267668232,0.1948
648635492169945096,0.9008
652214463889412360,0.3787
649770843848577288,0.8339
643977727979819016,0.5721
649000269186601224,0.3995
648966519392309256,0.9185
650625090295173128,0.3771
644618505970258184,0.5091
646462950122459144,0.5108
641749627510460424,0.3873
646863144127303944,0.2779
646223550918693128,0.8047
642514618563957000,0.3454
651554354377003016,0.7556
644712247146320136,0.8360
641746516964282376,0.4195
647891045387866376,0.7642
652651993751359752,0.1740
641776975093960968,0.3901
648226350833864712,0.4541
640917416611680264,0.7588
650468081381937416,0.3545
650788149215105032,0.3521
652830425651089416,0.1969
642164005678354440,0.6205
650655533786730760,0.7418
646972268894753032,0.5209
650015246655688712,0.4184
652766441459683336,0.7250
652644275552522248,0.2743
649863013628645640,0.4717
643493814735998984,0.5306
644412112784855304,0.5257
644032337541075208,0.6888
640801815134212360,0.5020
649846984198328584,0.6413
650599747454767368,0.5200
645059166267772936,0.8626
646320729092002056,0.5164
646580493134860552,0.6032
646322099085905928,0.4443
649978170937708552,0.6073
644119079933710600,0.3936
640954636739547144,0.5045
651363637159530504,0.7839
643145692084178952,0.4412
640603075471478792,0.4083
650471601770336520,0.8565
651329984245272584,0.5192
639826312936034568,0.7532
650506441613905928,0.2221
643454064964669704,0.5094
641208158559146248,0.7318
651116972481712136,0.4937
652931884170350856,0.4531
643809392977776648,0.3431
643288755003723784,0.1327
649006685330870536,0.4151
639872664013377800,0.5643
647012023254650888,0.4672
641222667562651912,0.4928
647544403518296072,0.1976
648342524196294664,0.6383
647944407789604872,0.3959
652613052314685704,0.7944
643905827031224584,0.3345
640941630051848456,0.9284
642562812350042376,0.7060
649025053672870152,0.5943
647886197099598088,0.6748
646771035156254728,0.5336
646954096879734792,0.4157
640708299896918024,0.5792
647004704814927880,0.7042
645483360063328264,0.4629
652733327404437512,0.4441
649377465579343880,0.1028
641848887300067336,0.6426
640367491977056264,0.5490
652777238596423944,0.8583
649850231277490440,0.7975
645517160315097352,0.4371
645521337019797768,0.7573
650587221576912904,0.4707
647656037049962504,0.2965
642221959752454408,0.2379
640453062061723656,0.7668
649058601477869832,0.6746
651952874753888520,0.1865
642617006457098248,0.5102
651084347876577288,0.8007
646314326688272392,0.2365
649378553447583752,0.4998
648882121187790856,0.3411
652398749754069000,0.1980
648050554685100040,0.5147
643278691131985928,0.5066
645451690954199304,0.1855
646761706260795656,0.3556
644741952314544136,0.4803
651393529024614664,0.4182
640306213271113736,0.3936
644882329000481032,0.6715
651868857232789512,0.7619
649761919552459016,0.0254
641774761910735112,0.2640
645700707344715784,0.4645
644086074502549768,0.7476
640377284175335688,0.3091
641883722899001352,0.7811
643441598402662664,0.8870
645548794041078024,0.6828
649295906515980296,0.7878
639759187076714504,0.4490
648455852168056840,0.5726
645534907270959112,0.3739
644894980925559048,0.3148
647064540957118472,0.3914
647613015302082824,0.7599
644627274691252232,0.7483
643426869709902088,0.7513
646576360856227848,0.5944
644108465567961352,0.4731
652509003955310600,0.3817
651953134641352968,0.7592
643252126549544968,0.5358
644030431649337352,0.7878
649237563336298504,0.2652
652302812742422792,0.3110
649091315396514056,0.6652
646150632666828808,0.1625
640638552849256456,0.4217
648376447492165640,0.7559
652731569865232392,0.7557
650481988033057032,0.3921
640504166032085256,0.4371
639749829584490504,0.5424
651259500971430152,0.5434
639778151890686216,0.5527
644284826538479624,0.8256
639847964495319304,0.3631
642686295352545544,0.7890
650486103727411208,0.3770
640499098029396232,0.7104
651943333467262984,0.6251
649813562809651464,0.7936
652950376303038728,0.8115
652113029487398920,0.8111
643967970367770888,0.2685
645657657486610440,0.4731
644888088845226248,0.6656
649082807527673864,0.4503
644262399737597960,0.2631
643992096641913096,0.4645
652596771779776776,0.4194
642765527441215752,0.4274
648318353596747784,0.7084
640381725783888136,0.5965
644140962297155848,0.2462
639280920129442056,0.6845
648470278703157512,0.4109
644584950154137864,0.6765
641713936307064840,0.5570
647898230390001672,0.5158
651252640247714056,0.4045
641180485657039112,0.7830
639500913806938376,0.3726
651578061464014856,0.8147
643402065502015752,0.7312
650847240239190024,0.8028
641793472650547464,0.0946
652633801393967368,0.3790
642520290395427080,0.4464
649419967007035400,0.4645
645409809125871624,0.4283
650800471786655752,0.5048
643624490131001608,0.5598
650778668527784200,0.8938
652703270082449672,0.5474
651154613164052744,0.5004
646005403229884424,0.8115
641250599706300424,0.4851
647803241911816200,0.2275
646841736357744648,0.3337
646080157798371336,0.5826
641983438382960904,0.3027
641364402196451592,0.7814
650565574983684360,0.8016
642610984099254280,0.6831
647819195685277960,0.4954
645407186545020936,0.2056
645376194673381384,0.5151
644063662482395400,0.7867
640482295395913992,0.8117
644908909672271880,0.2528
652641408628297992,0.8474
641205069143871752,0.8166
642154036019073288,0.5499
652145806521929992,0.4604
648009352610844680,0.9661
639851857547628808,0.5281
650205159414042632,0.8069
639622238949085448,0.7648
642561952182178056,0.4808
649938467874148360,0.4904
650499933790540040,0.5466
651284532787417096,0.3729
644074860837867528,0.7605
648678136480796936,0.5444
650055871132340488,0.4608
650596076633460744,0.3036
643490890442084360,0.3876
649083651228700936,0.9154
650855192144646408,0.6149
650835871855022088,0.3553
644869706385199368,0.8465
643521756685930760,0.4558
641361820409401352,0.9087
652585229894029320,0.4247
650017310664298504,0.3507
650594794384396296,0.2215
646923553471467528,0.2421
649208692566135048,0.3779
651423114806169864,0.3540
647566446297092104,0.2085
649701902501548040,0.5172
646293142449950984,0.4122
643975111807864840,0.8253
646874048227184904,0.2523
644309409337446664,0.3250
651434107816906760,0.4322
650706823489261832,0.6541
640411871991566344,0.4814
652643743161126920,0.6545
642643405163204872,0.7845
646934166486650888,0.2878
648446527433347080,0.5172
647590388365791496,0.8263
651825614495420424,0.5044
643970750839001352,0.2013
647858114766311688,0.5293
644857922202898440,0.1846
642676830989455624,0.7919
649668575107223816,0.2501
651295307417522184,0.2975
648484011181608968,0.5264
641370111759880200,0.6640
651949150732029960,0.5219
650051157355401480,0.5202
641000019998019592,0.3791
652200044685955080,0.8112
642565742994133000,0.7341
649050864438219016,0.3198
644380021896515848,0.7807
640298113432555784,0.7657
651571884378296328,0.6479
640671104297340936,0.3988
641959601289302024,0.4995
642578780258308360,0.6916
651419690626715912,0.7610
640549300551553288,0.4068
652983701323387144,0.5144
648637879844606216,0.4310
644852978838147336,0.4887
648331651578859784,0.7349
640406026339750152,0.4930
647717388652908552,0.4920
646531882183299080,0.3770
649974228174508296,0.8666
639283178283995400,0.7088
644130342302650632,0.3570
649386457152098312,0.2522
644970490158387464,0.5033
644631752832192776,0.5027
650715134125150216,0.8526
647735144794296328,0.6454
646299340884676872,0.4743
643350690302791688,0.7376
642042648063905800,0.4722
640982107090325768,0.4026
641664120977887496,0.4925
643543783442485512,0.5401
650007676859715592,0.6157
650135032454713608,0.9189
649960955744096264,0.4990
640616539178930184,0.8649
649654107652493576,0.6998
650667875668857096,0.8732
641391532481450248,0.4665
641032369934962952,0.6664
641792107899523080,0.6750
648321906709106696,0.5415
648222398516039944,0.7721
651221985329680392,0.4136
652764972866081032,0.3426
641826370673971464,0.5616
647769265155346696,0.3849
647530325076873480,0.9188
639876510315974664,0.7425
641896464338915592,0.9128
651567095221326088,0.7554
646256333087052040,0.8365
644746772610027528,0.7776
641927693406834952,0.8230
651803977658142984,0.6088
650365411069530120,0.4579
649992814418989320,0.8388
641231132339212552,0.9278
652803131209420808,0.9269
649956227127709960,0.8166
639680922135826440,0.7408
648991939802173704,0.4665
646278770650517512,0.8616
652934616558080264,0.6637
641440860096958472,0.5411
641128536182099976,0.5615
644636433163751432,0.0935
641977542818926600,0.2724
649030928290549768,0.3462
649858408173801480,0.3272
645415864107012360,0.4557
640701658208145416,0.7289
651528422740201480,0.8132
644681326502351112,0.4420
647592746579660808,0.4744
644923949095849992,0.3758
650405777135112456,0.6001
646907791906181384,0.5058
644122546282696968,0.5061
651846585201725704,0.3032
640683083221176584,0.7197
640462478567804936,0.6641
651037220534226952,0.7704
649821002800304392,0.1722
647595577273487368,0.8549
640579810380222728,0.3468
652323441453568008,0.5309
651473489026355464,0.2187
640407470631555336,0.5024
650047492473229576,0.5418
648559840053956872,0.1863
651232178931241224,0.3525
653008326568710408,0.6535
647517512065356040,0.5314
643790736076050440,0.2126
651236340301566216,0.8385
652276064105533704,0.8506
646078643025481736,0.3273
645372691590680584,0.4752
640450744650043656,0.3875
645890132599116040,0.5506
644901642914763016,0.4127
650614710164525064,0.7717
645733946415386632,0.4989
647791851499163656,0.3814
646432112156610824,0.2873
648201113933189384,0.8968
643291042686177288,0.5356
643971454525772040,0.5100
642601096983875592,0.4290
646249235804590344,0.3483
646147758209634312,0.4035
640516392201752840,0.4583
644956285678129416,0.4712
639785602232881416,0.8194
644113509218521352,0.6020
643922509976047624,0.5026
640944054770601992,0.5195
646796138216689928,0.4283
649892921750851848,0.4928
639636335082082568,0.6343
644030267744325640,0.6870
647935882564734984,0.9053
646167328991482120,0.4852
645289534564602120,0.5268
647773273249026312,0.6004
641228381068726280,0.4877
641799969744883976,0.6961
642802222224118024,0.8600
640371944859898120,0.7721
647707158837727496,0.4866
650596674036568072,0.7923
649895207596199944,0.3744
647959240283001096,0.5390
647861100473225480,0.5390
651474187185033224,0.9398
643987590768234504,0.7363
650562076506329096,0.2083
652868558660833544,0.0915
649773927022727176,0.5888
652905526358708488,0.6353
645460586099904520,0.3420
642846922456961032,0.3458
641826332556136712,0.5296
645325198312083464,0.7070
640284044411539720,0.6720
647749003068313864,0.6595
645375098341036296,0.4520
647492825230872840,0.7601
652653677873467656,0.6290
652176740570894344,0.3920
647179794181525768,0.5255
648371352679485448,0.8079
649693642809676040,0.7696
639565069176279304,0.2123
641740249776525320,0.2547
644910109872361480,0.8397
645562984319422728,0.5343
642789133336449032,0.8550
649193608649380104,0.6004
647097796528181256,0.9037
641922712511451400,0.2132
652597760461115400,0.7382
640452299872800776,0.7491
644901930149089544,0.9243
640467577943888136,0.3710
649356590729662728,0.5751
647010797846794504,0.3980
652882081835127048,0.5539
640981814512455688,0.4028
642708508537524488,0.4715
650002052289663240,0.7756
649883537666740488,0.5020
641222585815666696,0.2938
649386647732883720,0.8295
649454259451990280,0.8131
640437425193095432,0.7311
642397943034286088,0.1120
649974296516497672,0.3710
647178229261537288,0.7228
645320005990223880,0.4417
642479862363197704,0.4594
641304582621761544,0.5484
642321154874281992,0.2826
644135925911130120,0.5286
652680051640242184,0.5151
650602065596256520,0.7073
647583098849988872,0.4177
652722919423610888,0.9254
648531049713766408,0.6097
640545999483310344,0.5764
641100819642454280,0.6722
651899954020749320,0.5547
639514562273480712,0.3997
650762158581223688,0.1855
652974067124539656,0.3875
645398321287926024,0.6586
650134067278254088,0.5947
649232993482707208,0.9306
647705196364828680,0.4487
642352045302485000,0.2978
649292686322307336,0.3681
652602351428833288,0.2610
649028430783844616,0.6447
650253444216525064,0.3782
652101053575074056,0.4678
648626349241536776,0.4139
646110592163123208,0.3230
651343236584968200,0.4426
652314012406518024,0.5402
643036926877634824,0.2998
640410165656424456,0.6602
647476911714340872,0.4150
652035992076685576,0.5012
643512334626590728,0.2601
644616040046694408,0.4765
646476314441683208,0.6729
644667591389876488,0.7871
640440702194421768,0.5747
652766197141475592,0.5194
645550882603143176,0.8031
644014137793319176,0.4952
647160543206969352,0.4130
649225575856082952,0.5528
641903315759665160,0.6818
642474751024959752,0.3849
647747074837713160,0.4725
652850568619888904,0.8001
652264310390657032,0.4107
640544352422072584,0.5667
643921307678806024,0.7295
645844157172027656,0.5412
647533832160940296,0.3279
642496527020855560,0.4893
641169034955460616,0.5754
649160851831394568,0.5502
650547190401339400,0.4688
652637313813188616,0.5732
639604294978375688,0.6779
652635424178573320,0.3098
648241930659959048,0.4647
641367028493455624,0.7532
649174302922379528,0.5442
651348148022677768,0.2434
644076472079749384,0.7340
643658574026772488,0.3925
649336606095839240,0.6377
649126760922746888,0.9064
641273540938567688,0.9241
641208434955390984,0.5938
640408592356217096,0.7531
646709465063624712,0.8808
648979745265946632,0.4759
649214805923598600,0.8091
644934484239585544,0.8361
648522154568061192,0.7989
642671640496312584,0.7519
649056599821783304,0.9224
647483320317251848,0.8340
649226845287354632,0.4927
640453787558875144,0.7666
646417352040124424,0.2783
647039504359624712,0.8724
651925786781028616,0.8508
646378785867829256,0.3212
644833051288801544,0.4891
652251126451671304,0.5121
652971140263710984,0.4612
646164703004856328,0.5761
652748615298584840,0.5294
648421968416083976,0.5412
652774205720367112,0.7438
645365694392701192,0.7639
647802473917976840,0.6108
650540184336601096,0.4084
641915057252339976,0.4630
643563216307228936,0.8299
648398805732954376,0.6368
643991122439311368,0.2671
649287867679379464,0.7676
650013171632836872,0.2868
649079160228024328,0.7465
642497272994599176,0.4823
649638322381000968,0.5235
642499621267968008,0.7733
651440511210491912,0.5665
642604530214637576,0.8436
640499255458402568,0.5065
641132329963622664,0.4859
640134898979442696,0.6541
641012380259586312,0.3169
647557840323481608,0.5336
645373263022657544,0.4967
651755648874188808,0.9181
640487203830501640,0.8619
640339328769200392,0.5019
649156822539702280,0.9551
640353489603530760,0.1616
646787715500609800,0.8431
641477219461370120,0.9248
652864096047206664,0.4686
644734840888889608,0.3896
645853245297659912,0.7806
643165163788177416,0.3706
647341023101456648,0.3134
643350933916356872,0.7118
650523136764153864,0.5199
645644561929998344,0.6751
639906082415710472,0.2923
647896215094038792,0.3249
651269662545285128,0.3245
641253123200913416,0.5866
648274444183146504,0.5324
647713801189199880,0.3291
640278332096647176,0.6301
652032649954595080,0.9146
642001178862817288,0.4919
647128818607198472,0.5045
644105042160259336,0.6482
639725742929743880,0.5415
642455904658133000,0.8580
643216390576148488,0.3353
639930531634483464,0.5450
647773831217287176,0.5283
641054798514229512,0.7742
647625860525854728,0.2012
640628187767771400,0.6672
643418696781402120,0.7622
643567930344214536,0.4507
646111086134693896,0.5461
642694678231126280,0.7580
641220610139099400,0.3253
649935904407818248,0.6821
651326137732960520,0.7287
646284968682590216,0.3281
640513326744342792,0.8230
649429724929462536,0.3766
644918187028123912,0.3759
645496968667205640,0.5173
647233478672257288,0.5037
643980476364624136,0.4908
647523618888093704,0.5014
641128968136691976,0.7528
650549255039094792,0.4918
640315197747105800,0.3044
647011931567165448,0.4072
641144719425933576,0.2738
649841137959309576,0.7706
645616982426652936,0.7817
645318880893341704,0.4072
643449019334397960,0.9112
641450681428873224,0.8939
645472196117926152,0.3954
642620928827592712,0.5166
639595177794605320,0.6446
644665802988982536,0.6184
642706145500205064,0.8539
650597988388835592,0.4864
647832335282082056,0.3904
642459826021994504,0.4482
649798823446614280,0.6272
645680662396801032,0.2005
649713811908988936,0.7693
641768309695451144,0.4124
640505015496085512,0.5456
649810432550244360,0.5205
650807555940945928,0.6810
649910374585340168,0.7751
649282678251589896,0.9020
651173659850838024,0.3233
647594976389107720,0.4850
643904750630211848,0.5272
650500235738484744,0.3195
641078574169722888,0.7650
640608315876839432,0.5554
641179471499497480,0.4186
649784045370085640,0.6211
640654574377504776,0.2411
644733627418022152,0.2641
650467380371132680,0.3925
649114044187283464,0.8401
651732490410529032,0.5239
650835167555883016,0.2667
650134425463427336,0.5394
650615718483595272,0.3274
649142382876430344,0.8546
639561846625406984,0.4270
642506607845970184,0.4746
644170729499136264,0.7345
646347929346379784,0.6298
640327908400828680,0.4663
643962074375917576,0.4208
643292193955516424,0.6876
641322315350544648,0.8507
644973601904136456,0.4795
640675799753560328,0.6570
651594009264787464,0.5255
645767207816531976,0.4605
644988509374910472,0.6589
652837200827781384,0.5389
641075953031713032,0.8222
644062616439755016,0.7106
640289804566663176,0.9063
646980750893125896,0.5192
645538393207345160,0.9013
651279992210067720,0.5929
648446923325313032,0.5139
652665960666239240,0.5358
640390622573760776,0.8036
649750639886209032,0.7318
648917547462168584,0.4959
646253620823593224,0.7767
646447624982892808,0.2880
649211136805179400,0.6902
651966277937533192,0.7881
642100165326409736,0.5108
643642240593301768,0.7708
640690070814200072,0.3698
639627574036664328,0.3975
646892358402576392,0.6087
652145247496704264,0.4113
650001156319219976,0.4668
645531097928569096,0.5064
647759836049575944,0.5192
651469927919653128,0.8586
641943063240904712,0.5222
650625534463578376,0.2993
641911820331782408,0.3762
641282821297541384,0.8902
642696823349186824,0.7590
642535151854686472,0.9169
652618156539384072,0.1999
649210315686285320,0.4057
640490045630845192,0.7021
638911820597301256,0.4052
646088490076868872,0.7572
641308264247595272,0.9184
640375008329208072,0.6870
649882949432381704,0.9505
640440990720594184,0.4683
649238905085759496,0.6465
639303056197947400,0.7628
649902326219280648,0.5599
645403659135357192,0.6992
641126777317495048,0.4247
639983383891415048,0.5197
652763233664372744,0.6140
646843794175561992,0.7566
647567037836562440,0.7153
639318351742505224,0.4459
649911035465044232,0.1177
650511185715663112,0.8286
651141589556531208,0.6124
641608319689036040,0.2019
643148081310732552,0.3717
646431629501272328,0.4284
650018739722391816,0.5274
640559764593447176,0.6841
651215740405288968,0.3893
652793644364861704,0.4657
641075513535762440,0.3754
641754648436281608,0.7714
642644440812359944,0.8040
652688376670982408,0.4990
641382592557355016,0.3238
642801057038077960,0.6959
649793181403058440,0.7413
648527242091041032,0.7905
645584445490860040,0.8019
643804736025268488,0.6029
652705733808230664,0.3034
652755214700384520,0.7619
641222412926456072,0.5536
645457920678433032,0.7806
641829484281991432,0.7416
646802974428893448,0.5464
651408886309327112,0.6263
647634965311262984,0.2554
647644443414892552,0.5204
641233362308043016,0.6170
648638766486917384,0.5567
648963476173099016,0.7346
646991040519081992,0.7034
649276232914964744,0.7932
639608916111527944,0.4419
651947255988752648,0.4095
652240437351813384,0.3904
647650380913578248,0.3739
639335540235178248,0.3046
641036209652502792,0.4123
648343147226599688,0.4621
652811659982671880,0.5038
644191818635808776,0.4767
644791331729707272,0.2405
644092148752322824,0.4132
652165072067497992,0.5205
650119509771816968,0.6811
649861067857465608,0.7472
649099408272527368,0.4904
651105600339448072,0.7077
649067268344385544,0.5544
651237709171396616,0.7997
640524678879777032,0.7535
651911696125792264,0.8942
641751008258560008,0.5516
647733391969488904,0.2738
647695350739505416,0.4713
639907196850671880,0.6731
650668381627748616,0.8177
646186777341595656,0.7751
644046224613183496,0.2496
643821624247717896,0.6556
650380792303718664,0.6674
643276300840079368,0.2574
648520930141671432,0.4272
653004696524427528,0.7463
651176274462511368,0.7370
647806809024762120,0.5427
651105323733487880,0.7387
647708990876160008,0.5192
646187062839480584,0.5049
651899256340221960,0.5222
643450316263526408,0.4019
639711694897025288,0.6813
650533059371733256,0.6752
646965240180772872,0.5307
648974799091011848,0.3787
645435878981767176,0.4205
651373368968220936,0.5621
651484488546652424,0.8474
644344386301202696,0.8020
648348109759320072,0.3813
648531671368339720,0.6535
649714902637744136,0.4846
643359909382983688,0.8281
651952654653591816,0.9423
646355035747258632,0.5333
645732311131754504,0.7592
646884324599140360,0.3286
639667541114884104,0.8266
646394345141833992,0.7078
652064595921342472,0.7916
649062373667115016,0.4351
644151419435225352,0.5065
644892187930136584,0.8237
649732276183109640,0.7630
647629730341720328,0.5330
642059944392134920,0.5848
646132462354698248,0.6710
646264242747478024,0.8547
649126912068686088,0.6710
649887126564901128,0.7697
649284373966754056,0.5048
651235132056801544,0.4229
640640181522665736,0.5116
649253495098052872,0.9183
651115537803251720,0.4181
647059632774189064,0.7969
641818373486809096,0.7508
648138840078290952,0.5918
641229976439361544,0.5327
649974933295730696,0.8267
647826243709833480,0.4458
648648181751484680,0.7756
644065478280483080,0.7950
647114858268987400,0.4663
639763485617557768,0.9044
640428907937402888,0.7690
651998357811630088,0.4345
649026548581535752,0.6662
652071301137043720,0.6442
644674514784882952,0.5057
649261821781348360,0.9055
652744124088193032,0.4484
649191136719540488,0.5170
651862838725316872,0.4814
649867648972099848,0.6683
642615955121246472,0.5062
646744681421475848,0.5213
643872809814069256,0.6475
641476955304103944,0.4401
647784254767370504,0.6467
652042335214899464,0.7859
642871392395595784,0.4658
641060676529295624,0.3911
644374863875674376,0.3713
641024051539611912,0.4840
650081267139743752,0.7314
646090271859150856,0.6951
645441386815950856,0.5853
646944611503181832,0.5567
645161884084867336,0.9406
644079336202178824,0.2250
647909829947429128,0.4423
